,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
212,Christian Kabasele,49,WFC,Defender,23,2,0,5,1,4,0,1,1,2,0,0,41,23,1,C,Christian,Kabasele
213,Tom Davies,49,EVER,Midfielder,18,1,1,0,0,6,0,12,11,11,0,0,0,0,0,T,Tom,Davies
214,Lewis Cook,49,BOU,Midfielder,21,0,2,0,0,3,0,9,4,4,0,0,0,0,0,L,Lewis,Cook
215,Jonjo Shelvey,48,NEWU,Midfielder,19,1,2,0,0,3,1,8,5,2,0,0,0,0,0,J,Jonjo,Shelvey
216,James Milner,48,LPOOL,Midfielder,14,0,3,0,0,3,0,19,14,2,0,0,0,0,0,J,James,Milner
217,Michael Keane,48,EVER,Defender,24,0,1,5,1,2,0,5,1,2,0,0,43,24,0,M,Michael,Keane
218,Danny Simpson,48,LEICSC,Defender,24,0,0,5,0,3,0,1,1,5,0,0,38,18,0,D,Danny,Simpson
219,Adam Smith,48,BOU,Defender,22,1,3,2,2,6,0,6,5,2,0,0,44,21,0,A,Adam,Smith
220,Vincent Kompany,48,MCFC,Defender,14,1,0,5,1,5,0,4,0,3,0,0,10,2,0,V,Vincent,Kompany
221,Vicente Iborra,47,LEICSC,Midfielder,15,3,0,0,0,0,0,11,2,6,0,0,0,0,0,V,Vicente,Iborra
222,Ben Chilwell,47,LEICSC,Defender,17,0,2,4,1,2,0,12,4,3,0,0,29,13,0,B,Ben,Chilwell
223,Dan Gosling,47,BOU,Midfielder,19,2,1,0,0,8,0,14,4,1,0,0,0,0,0,D,Dan,Gosling
224,Fraser Forster,47,SOTOM,Goalkeeper,20,0,0,4,0,0,0,12,0,0,1,0,30,14,0,F,Fraser,Forster
225,Christian Fuchs,47,LEICSC,Defender,18,0,1,4,2,1,0,12,4,1,0,0,31,15,0,C,Christian,Fuchs
226,Ruben Loftus-Cheek,46,LCFC,Midfielder,16,1,2,0,0,0,0,3,3,2,0,0,0,0,0,R,Ruben,Loftus-Cheek
227,Yohan Cabaye,46,LCFC,Midfielder,23,0,1,0,0,6,0,5,3,13,0,0,0,0,0,Y,Yohan,Cabaye
228,Ryan Shawcross,46,STOKEC,Defender,22,1,1,4,0,2,0,2,0,1,0,0,35,17,1,R,Ryan,Shawcross
229,Jose Holebas,46,WFC,Defender,22,0,4,4,2,6,0,6,2,2,0,0,44,26,0,J,Jose,Holebas
230,Jack Butland,46,STOKEC,Goalkeeper,30,0,0,5,0,0,0,0,0,0,0,0,56,31,1,J,Jack,Butland
231,Grzegorz Krychowiak,46,WBFC,Midfielder,19,0,2,0,0,2,0,9,4,8,0,0,0,0,0,G,Grzegorz,Krychowiak
232,Angelo Obinze Ogbonna,45,WESTHAM,Defender,26,1,0,5,0,3,0,5,0,0,0,0,50,29,0,A,Angelo,Ogbonna
233,Allan Nyom,45,WBFC,Defender,20,0,1,4,2,4,0,12,4,2,0,0,36,18,0,A,Allan,Nyom
234,Pedro Obiang,45,WESTHAM,Midfielder,18,2,0,0,0,3,0,4,2,3,0,0,0,0,0,P,Pedro,Obiang
235,Moussa Sissoko,45,SPURS,Midfielder,12,1,1,0,0,3,0,20,16,7,0,0,0,0,0,M,Moussa,Sissoko
236,Pierre Emerick Aubameyang,45,ARSL,Forward,7,6,1,0,0,0,0,0,0,1,0,1,0,0,0,P,Pierre,Aubameyang
237,Collin Quaner,44,HTFC,Forward,11,0,4,0,0,3,0,16,13,2,0,0,0,0,0,C,Collin,Quaner
238,Mario Lemina,44,SOTOM,Midfielder,18,1,0,0,0,2,0,10,5,7,0,0,0,0,0,M,Mario,Lemina
239,Aaron Lennon,44,EVER,Midfielder,16,0,2,0,0,1,0,7,7,9,0,0,0,0,0,A,Aaron,Lennon
240,Ramadan Sobhi,43,STOKEC,Midfielder,11,2,1,0,0,2,0,21,10,6,0,0,0,0,0,R,Ramadan,Sobhi
241,Elias Kachunga,43,HTFC,Forward,17,1,1,0,0,1,0,3,2,11,0,0,0,0,0,E,Elias,Kachunga
242,Ashley Williams,43,EVER,Defender,20,1,0,4,2,3,1,9,4,3,0,0,38,20,0,A,Ashley,Williams
243,Leighton Baines,43,EVER,Defender,17,2,2,3,0,1,0,1,0,2,0,0,32,18,0,L,Leighton,Baines
244,Eric Bailly,43,MUFC,Defender,10,1,0,6,0,2,0,4,1,0,0,0,7,2,1,E,Eric,Bailly
245,Scott Arfield,43,BUR,Midfielder,15,2,1,0,0,3,0,11,3,6,0,0,0,0,0,S,Scott,Arfield
246,Kiko Femenia,43,WFC,Midfielder,17,1,1,0,0,2,0,3,3,4,0,0,0,0,0,K,Kiko,Femenia
247,Simon Francis,43,BOU,Defender,27,0,0,4,0,9,0,1,1,3,0,0,43,19,0,S,Simon,Francis
248,Jeffrey Schlupp,43,LCFC,Forward,21,0,1,0,0,3,0,3,1,6,0,0,0,0,0,J,Jeffrey,Schlupp
249,Heurelho Gomes,42,WFC,Goalkeeper,23,0,0,5,0,0,0,5,0,1,0,0,42,24,0,H,Heurelho,Gomes
250,Jack Stephens,42,SOTOM,Defender,20,2,0,4,0,5,1,3,0,0,0,0,32,16,0,J,Jack,Stephens
251,Tomer Hemed,41,BHV,Forward,9,2,2,0,0,0,0,13,7,5,0,0,0,0,0,T,Tomer,Hemed
252,Robert Brady,41,BUR,Midfielder,15,1,3,0,0,3,0,0,0,2,0,0,0,0,0,R,Robert,Brady
253,Jonathon Hogg,41,HTFC,Forward,24,0,0,0,0,8,0,3,1,9,0,0,0,0,0,J,Jonathon,Hogg
254,Robert Elliot,41,NEWU,Goalkeeper,16,0,0,3,0,0,0,6,0,0,1,0,21,8,0,R,Robert,Elliot
255,Tommy Smith,41,HTFC,Defender,19,0,1,4,2,6,0,12,3,5,0,0,33,17,0,T,Tommy,Smith
256,Arthur Masuaku,41,WESTHAM,Defender,16,0,3,4,1,6,0,10,5,3,0,0,33,17,0,A,Arthur,Masuaku
257,Mikel Merino,40,NEWU,Midfielder,14,1,1,0,0,4,0,13,8,6,0,0,0,0,0,M,Mikel,Merino
258,Erik Pieters,40,STOKEC,Defender,25,0,1,3,2,3,0,2,1,3,0,0,48,27,0,E,Erik,Pieters
259,Morgan Schneiderlin,40,EVER,Midfielder,19,0,0,0,0,4,0,10,6,3,0,0,0,0,0,M,Morgan,Schneiderlin
260,Isaac Hayden,40,NEWU,Defender,15,1,0,1,6,7,0,13,10,7,0,0,32,14,0,I,Isaac,Hayden
261,Wayne Hennessey,40,LCFC,Goalkeeper,22,0,0,4,0,0,0,9,0,0,0,0,38,20,0,W,Wayne,Hennessey
262,Theo Walcott,40,ARSL,Forward,10,2,2,0,0,2,0,16,6,2,0,0,0,0,0,T,Theo,Walcott
263,Fabian Delph,40,MCFC,Midfielder,16,1,1,0,0,1,0,4,1,3,0,0,0,0,0,F,Fabian,Delph
264,Moussa Dembele,39,SPURS,Midfielder,19,0,0,0,0,5,0,8,6,11,0,0,0,0,0,M,Moussa,Dembele
265,Gaetan Bong,39,BHV,Defender,19,0,0,4,0,2,0,2,0,1,0,0,25,10,1,G,Gaetan,Bong
266,Jonjoe Kenny,39,EVER,Defender,17,0,1,5,0,2,0,5,2,0,0,0,32,18,0,J,Jonjoe,Kenny
267,Chris Lowe,39,HTFC,Defender,16,0,0,5,1,0,0,10,4,7,0,0,33,19,0,C,Chris,Lowe
268,Paul Dummett,39,NEWU,Defender,13,0,0,4,1,1,0,3,1,1,0,0,14,5,0,P,Paul,Dummett
269,Javi Manquillo,38,NEWU,Defender,19,0,0,4,0,2,0,13,1,1,0,0,31,15,0,J,Javi,Manquillo
270,Florian Lejeune,38,NEWU,Defender,18,0,1,4,0,3,0,4,0,1,0,0,28,14,0,F,Florian,Lejeune
271,Leroy Fer,38,SWAN,Midfielder,15,1,1,0,0,5,0,9,5,5,0,0,0,0,0,L,Leroy,Fer
272,Mason Holgate,38,EVER,Defender,13,0,0,4,1,3,0,13,2,0,0,0,15,5,0,M,Mason,Holgate
273,Jacob Murphy,38,NEWU,Midfielder,11,1,1,0,0,0,0,19,8,6,0,0,0,0,0,J,Jacob,Murphy
274,Patrick van Aanholt,37,LCFC,Defender,20,2,0,3,0,6,0,11,2,3,0,0,40,21,0,P,Patrick,Aanholt
275,Daryl Janmaat,37,WFC,Defender,18,3,0,2,1,1,0,12,2,4,0,0,42,25,0,D,Daryl,Janmaat
276,Joe Hart,37,WESTHAM,Goalkeeper,17,0,1,4,0,0,0,14,0,0,1,0,34,21,0,J,Joe,Hart
277,Wesley Hoedt,36,SOTOM,Defender,22,0,1,3,0,6,0,6,0,0,0,0,36,17,0,W,Wesley,Hoedt
278,Adrian Mariappa,36,WFC,Defender,21,0,0,5,1,3,0,7,2,3,0,0,44,27,0,A,Adrian,Mariappa
279,Davide Zappacosta,36,CHEL,Midfielder,10,1,1,0,0,0,0,16,8,5,0,0,0,0,0,D,Davide,Zappacosta
280,Cenk Tosun,36,EVER,Forward,7,4,0,0,0,0,0,4,2,4,0,0,0,0,0,C,Cenk,Tosun
281,Victor Lindelof,35,MUFC,Defender,10,0,0,4,1,1,0,12,4,0,0,0,15,6,0,V,Victor,Lindelof
282,Toby Alderweireld,35,SPURS,Defender,10,0,0,5,0,3,0,0,0,0,0,0,7,2,0,T,Toby,Alderweireld
283,Bakary Sako,35,LCFC,Midfielder,4,3,0,0,0,0,0,16,12,2,0,0,0,0,0,B,Bakary,Sako
284,Will Hughes,35,WFC,Midfielder,6,2,3,0,0,0,0,6,4,6,0,0,0,0,0,W,Will,Hughes
285,Sebastian Prodl,35,WFC,Defender,16,0,0,5,1,5,0,9,4,2,0,0,32,18,0,S,Sebastian,Prodl
286,Kenedy,35,CHEL,Midfielder,8,2,3,0,0,0,0,4,0,6,0,0,0,0,0,K,Kenedy,Kenedy
287,Jack Wilshere,35,ARSL,Midfielder,11,1,2,0,0,6,0,14,8,1,0,0,0,0,0,J,Jack,Wilshere
288,Etienne Capoue,35,WFC,Midfielder,14,1,0,0,0,3,0,18,5,5,0,0,0,0,0,E,Etienne,Capoue
289,Mamadou Sakho,35,LCFC,Defender,13,1,1,3,0,1,0,3,1,1,0,0,22,11,0,M,Mamadou,Sakho
290,Alberto Moreno,35,LPOOL,Defender,12,0,0,5,0,0,0,8,1,0,0,0,18,10,0,A,Alberto,Moreno
291,Andy King,34,LEICSC,Midfielder,9,2,0,0,0,1,0,17,7,4,0,0,0,0,0,A,Andy,King
292,Philip Jagielka,34,EVER,Defender,18,0,0,4,1,2,0,7,2,1,0,0,35,20,0,P,Philip,Jagielka
293,Kevin Long,34,BUR,Defender,10,0,2,3,0,1,0,22,0,0,0,0,10,3,0,K,Kevin,Long
294,Philip Bardsley,33,BUR,Defender,13,0,0,4,0,5,0,14,0,1,0,0,13,4,0,P,Philip,Bardsley
295,Markus Suttner,33,BHV,Defender,13,0,0,4,0,0,0,7,1,0,0,0,20,10,0,M,Markus,Suttner
296,Daniel Sturridge,32,LPOOL,Forward,7,2,1,0,0,0,0,10,5,6,0,0,0,0,0,D,Daniel,Sturridge
297,Nathan Dyer,32,SWAN,Midfielder,14,0,0,0,0,2,0,11,6,11,0,0,0,0,0,N,Nathan,Dyer
298,Trent Alexander-Arnold,31,LPOOL,Midfielder,14,1,0,0,0,3,0,16,1,3,0,0,0,0,0,T,Trent,Alexander-Arnold
299,James McClean,31,WBFC,Midfielder,9,1,0,0,0,5,0,24,16,3,0,0,0,0,1,J,James,McClean
300,Wilfried Bony,31,SWAN,Forward,8,2,0,0,0,2,0,7,7,4,0,0,0,0,0,W,Wilfried,Bony
301,Hal Robson-Kanu,31,WBFC,Forward,8,2,0,0,0,2,1,14,10,6,0,0,0,0,0,H,Hal,Robson-Kanu
302,Ander Herrera,31,MUFC,Midfielder,9,0,2,0,0,5,0,18,12,3,0,0,0,0,0,A,Ander,Herrera
303,Adrian,31,WESTHAM,Goalkeeper,15,0,0,4,0,2,0,17,0,0,0,0,24,13,0,A,Adrian,Adrian
304,Marouane Fellaini,30,MUFC,Midfielder,3,3,0,0,0,1,0,10,10,1,0,0,0,0,0,M,Marouane,Fellaini
305,Winston Reid,30,WESTHAM,Defender,17,0,0,5,0,5,0,3,0,2,0,0,31,19,0,W,Winston,Reid
306,James Collins,29,WESTHAM,Defender,12,1,0,3,1,3,0,3,0,1,0,0,19,11,0,J,James,Collins
307,Jese,29,STOKEC,Forward,8,1,1,0,0,0,0,10,5,8,0,0,0,0,0,J,Jese,Jese
308,Daniel Williams,29,HTFC,Midfielder,11,0,0,0,0,2,0,14,9,2,0,0,0,0,0,D,Daniel,Williams
309,Florent Hadergjonaj,28,HTFC,Defender,15,0,1,2,2,3,0,13,3,3,0,0,31,17,0,F,Florent,Hadergjonaj
310,Kelechi Iheanacho,28,LEICSC,Forward,3,1,2,0,0,1,0,23,12,3,0,0,0,0,0,K,Kelechi,Iheanacho
311,Scott Dann,28,LCFC,Defender,16,1,0,1,1,4,0,3,1,1,0,0,27,12,0,S,Scott,Dann
312,Lys Mousset,28,BOU,Midfielder,2,2,0,0,0,2,0,25,16,2,0,0,0,0,0,L,Lys,Mousset
313,Pierre-Emile Hojbjerg,28,SOTOM,Midfielder,14,0,0,0,0,3,0,11,3,4,0,0,0,0,0,P,Pierre-Emile,Hojbjerg
314,Harry Winks,28,SPURS,Midfielder,9,0,1,0,0,0,0,12,7,4,0,0,0,0,0,H,Harry,Winks
315,Luke Shaw,28,MUFC,Defender,6,0,0,4,1,1,0,11,1,1,0,0,4,2,0,L,Luke,Shaw
316,Eliaquim Mangala,27,MCFC,Defender,6,0,0,2,3,0,0,20,5,1,0,0,10,4,0,E,Eliaquim,Mangala
317,Marc Pugh,27,BOU,Midfielder,10,0,0,0,0,2,0,16,9,6,0,0,0,0,0,M,Marc,Pugh
318,Timothy Fosu-Mensah,27,LCFC,Defender,17,0,0,2,0,2,0,13,4,2,0,0,36,17,0,T,Timothy,Fosu-Mensah
319,Martin Kelly,26,LCFC,Defender,12,0,0,3,1,1,0,11,2,2,0,0,20,10,1,M,Martin,Kelly
320,Ezequiel Schelotto,26,BHV,Midfielder,13,0,0,0,0,3,0,15,3,3,0,0,0,0,0,E,Ezequiel,Schelotto
321,Erik Lamela,26,SPURS,Midfielder,4,0,2,0,0,3,0,15,15,3,0,0,0,0,0,E,Erik,Lamela
322,Joel Ward,25,LCFC,Defender,15,0,1,2,0,3,0,4,0,2,0,0,23,10,1,J,Joel,Ward
323,Yannick Bolasie,25,EVER,Midfielder,8,1,0,0,0,0,0,7,4,6,0,0,0,0,0,Y,Yannick,Bolasie
324,Michy Batshuayi,25,CHEL,Forward,3,2,1,0,0,0,0,18,9,2,0,0,0,0,1,M,Michy,Batshuayi
325,Dominic Solanke,25,LPOOL,Forward,4,0,1,0,0,0,0,26,14,2,0,0,0,0,0,D,Dominic,Solanke
326,Julian Speroni,25,LCFC,Goalkeeper,11,0,0,2,0,0,0,14,0,0,0,0,14,5,0,J,Julian,Speroni
327,Alex Pritchard,25,HTFC,Forward,8,1,1,0,0,0,0,3,1,4,0,0,0,0,0,A,Alex,Pritchard
328,Harry Arter,25,BOU,Midfielder,11,1,0,0,0,4,0,12,2,4,0,0,0,0,0,H,Harry,Arter
329,Charlie Taylor,24,BUR,Defender,10,0,0,2,1,3,0,13,1,0,0,0,12,4,0,C,Charlie,Taylor
330,Luciano Narsingh,24,SWAN,Forward,4,1,0,0,0,0,0,24,11,3,0,0,0,0,0,L,Luciano,Narsingh
331,Geoff Cameron,24,STOKEC,Defender,17,0,0,2,1,2,0,6,2,3,0,0,36,20,0,G,Geoff,Cameron
332,Scott Malone,24,HTFC,Defender,12,0,1,2,1,3,0,18,7,6,0,0,33,17,0,S,Scott,Malone
333,Jose Fonte,24,WESTHAM,Defender,8,0,1,3,0,0,0,5,0,2,0,0,12,7,0,J,Jose,Fonte
334,Daley Blind,24,MUFC,Defender,3,0,0,3,2,0,0,12,2,0,0,0,0,0,0,D,Daley,Blind
335,Moritz Bauer,23,STOKEC,Defender,10,0,0,3,0,2,0,1,0,1,0,0,14,7,0,M,Moritz,Bauer
336,Islam Slimani,23,LEICSC,Forward,2,1,1,0,0,0,0,18,11,1,0,0,0,0,0,I,Islam,Slimani
337,Joao Mario,22,WESTHAM,Midfielder,7,1,1,0,0,0,0,1,0,4,0,0,0,0,0,J,Joao,Mario
338,Andy Carroll,22,WESTHAM,Forward,7,2,0,0,0,6,0,8,4,3,0,0,0,0,0,A,Andy,Carroll
339,David Luiz,22,CHEL,Defender,9,1,0,2,2,4,1,4,1,0,0,0,13,7,0,D,David,Luiz
340,Seamus Coleman,22,EVER,Defender,7,0,1,2,0,0,0,0,0,1,0,0,8,3,0,S,Seamus,Coleman
341,Diafra Sakho,22,WESTHAM,Forward,0,2,0,0,0,2,0,18,14,0,0,0,0,0,0,D,Diafra,Sakho
342,Daniel Drinkwater,22,CHEL,Midfielder,5,1,0,0,0,0,0,15,7,2,0,0,0,0,0,D,Daniel,Drinkwater
343,Victor Wanyama,22,SPURS,Midfielder,4,1,0,0,0,0,0,10,9,1,0,0,0,0,0,V,Victor,Wanyama
344,Matthew James,22,LEICSC,Midfielder,11,0,0,0,0,2,0,4,2,4,0,0,0,0,0,M,Matthew,James
345,Stefano Okaka,22,WFC,Forward,2,1,1,0,0,2,0,14,12,2,0,0,0,0,0,S,Stefano,Okaka
346,Benik Afobe,22,BOU,Forward,5,0,0,0,0,0,0,16,12,5,0,0,0,0,0,B,Benik,Afobe
347,Miguel Britos,22,WFC,Defender,10,1,0,2,3,3,1,5,2,2,0,0,20,13,0,M,Miguel,Britos
348,Martin Dubravka,22,NEWU,Goalkeeper,6,0,0,3,0,0,0,1,0,0,0,0,5,2,0,M,Martin,Dubravka
349,Alex McCarthy,21,SOTOM,Goalkeeper,12,0,0,2,0,1,0,19,0,0,0,0,20,10,0,A,Alex,McCarthy
350,Orestis Karnezis,21,WFC,Goalkeeper,10,0,0,3,0,0,0,19,1,0,0,0,20,12,0,O,Orestis,Karnezis
351,Renato Sanches,20,SWAN,Midfielder,9,0,0,0,0,1,0,5,3,5,0,0,0,0,0,R,Renato,Sanches
352,Marvin Zeegelaar,20,WFC,Midfielder,12,0,1,0,0,4,1,5,0,1,0,0,0,0,0,M,Marvin,Zeegelaar
353,Oliver Burke,20,WBFC,Midfielder,2,0,2,0,0,0,0,19,10,2,0,0,0,0,0,O,Oliver,Burke
354,Benjamin Mendy,19,MCFC,Defender,4,0,1,2,1,2,0,0,0,1,0,0,1,0,0,B,Benjamin,Mendy
355,Sam Field,19,WBFC,Midfielder,7,1,0,0,0,3,0,9,3,6,0,0,0,0,0,S,Sam,Field
356,Fernando Llorente,19,SPURS,Forward,1,1,0,0,0,1,0,24,13,1,0,0,0,0,0,F,Fernando,Llorente
357,Saido Berahino,19,STOKEC,Forward,3,0,1,0,0,0,0,23,12,2,0,1,0,0,0,S,Saido,Berahino
358,Roque Mesa,19,SWAN,Midfielder,9,0,0,0,0,1,0,11,2,5,0,0,0,0,0,R,Roque,Mesa
359,Claudio Yacob,19,WBFC,Midfielder,9,0,0,0,0,5,0,21,6,3,0,0,0,0,0,C,Claudio,Yacob
360,Karl Darlow,18,NEWU,Goalkeeper,10,0,0,2,0,0,0,19,0,0,0,0,15,7,1,K,Karl,Darlow
361,Badou,17,STOKEC,Midfielder,8,0,1,0,0,2,0,0,0,2,0,0,0,0,0,B,Badou,Badou
362,Isaiah Brown,17,BHV,Midfielder,4,0,0,0,0,0,0,11,9,4,0,0,0,0,0,I,Isaiah,Brown
363,Mohamed Elneny,17,ARSL,Midfielder,9,0,1,0,0,3,1,13,2,4,0,0,0,0,0,M,Mohamed,Elneny
364,Ashley R Westwood,17,BUR,Midfielder,6,0,0,0,0,2,0,26,7,1,0,0,0,0,0,A,Ashley,Westwood
365,Biram Kayal,16,BHV,Midfielder,4,0,0,0,0,1,0,16,9,4,0,0,0,0,0,B,Biram,Kayal
366,Ainsley Maitland-Niles,16,ARSL,Midfielder,6,0,0,0,0,0,0,14,4,0,0,0,0,0,0,A,Ainsley,Maitland-Niles
367,Oliver McBurnie,16,SWAN,Forward,2,0,1,0,0,0,0,11,9,2,0,0,0,0,0,O,Oliver,McBurnie
368,Philip Billing,16,HTFC,Midfielder,7,0,0,0,0,3,0,8,5,4,0,0,0,0,0,P,Philip,Billing
369,Declan Rice,16,WESTHAM,Defender,9,0,0,1,3,1,0,21,11,3,0,0,38,22,0,D,Declan,Rice
370,Aleksander Dragovic,16,LEICSC,Defender,6,0,0,2,1,1,0,18,1,1,0,0,10,6,0,A,Aleksander,Dragovic
371,Guido Carrillo,15,SOTOM,Forward,5,0,1,0,0,0,0,2,2,3,0,0,0,0,0,G,Guido,Carrillo
372,Chancel Mbemba,15,NEWU,Defender,7,0,0,1,0,0,0,5,2,2,0,0,13,5,0,C,Chancel,Mbemba
373,Calum Chambers,15,ARSL,Defender,7,0,0,1,1,1,0,8,1,3,0,0,11,5,0,C,Calum,Chambers
374,Aymeric Laporte,15,MCFC,Defender,4,0,0,2,0,1,0,4,0,1,0,0,2,0,0,A,Aymeric,Laporte
375,Jairo Riedewald,14,LCFC,Defender,4,0,0,2,1,0,0,22,7,0,0,0,19,11,0,J,Jairo,Riedewald
376,Scott McTominay,14,MUFC,Forward,5,0,0,0,0,1,0,13,5,1,0,0,0,0,0,S,Scott,McTominay
377,Edimilson Fernandes,14,WESTHAM,Midfielder,6,0,0,0,0,1,0,7,3,3,0,0,0,0,0,E,Edimilson,Fernandes
378,Marcos Rojo,14,MUFC,Defender,6,0,0,2,0,4,0,10,1,2,0,0,8,3,0,M,Marcos,Rojo
379,Nikola Vlasic,14,EVER,Midfielder,5,0,0,0,0,0,0,9,4,2,0,0,0,0,0,N,Nikola,Vlasic
380,Wayne Routledge,14,SWAN,Midfielder,3,0,0,0,0,1,0,20,9,2,0,0,0,0,0,W,Wayne,Routledge
381,Gerard Deulofeu,13,WFC,Midfielder,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,G,Gerard,Deulofeu
382,Daniel Amartey,13,LEICSC,Midfielder,6,0,0,0,0,1,0,13,2,2,0,0,0,0,0,D,Daniel,Amartey
383,Ben Watson,13,WFC,Midfielder,6,0,0,0,0,1,0,15,2,4,0,0,0,0,0,B,Ben,Watson
384,Rob Holding,12,ARSL,Defender,6,0,0,2,0,2,0,7,3,1,0,0,16,9,0,R,Rob,Holding
385,Adrien Silva,12,LEICSC,Midfielder,4,0,1,0,0,1,0,5,2,3,0,0,0,0,0,A,Adrien,Silva
386,Joe Lolley,12,HTFC,Forward,2,1,0,0,0,1,0,6,4,2,0,0,0,0,0,J,Joe,Lolley
387,Danny Rose,12,SPURS,Defender,7,0,0,1,1,3,0,10,0,3,0,0,10,5,0,D,Danny,Rose
388,Nathaniel Chalobah,12,WFC,Defender,5,0,0,2,1,1,0,0,0,2,0,0,9,7,0,N,Nathaniel,Chalobah
389,Per Mertesacker,12,ARSL,Defender,4,1,0,0,0,0,0,13,1,1,0,0,7,2,0,P,Per,Mertesacker
390,Matteo Darmian,12,MUFC,Defender,2,0,0,1,1,0,0,12,3,0,0,0,4,1,0,M,Matteo,Darmian
391,Aleksandar Mitrovic,11,NEWU,Forward,0,1,0,0,0,0,0,10,6,0,0,0,0,0,0,A,Aleksandar,Mitrovic
392,Aaron Wan-Bissaka,11,LCFC,Forward,6,0,0,0,0,1,0,3,0,1,0,0,0,0,0,A,Aaron,Wan-Bissaka
393,Sandro Ramirez,11,EVER,Forward,3,0,0,0,0,0,0,9,5,3,0,0,0,0,0,S,Sandro,Ramirez
394,Adam Lallana,11,LPOOL,Midfielder,1,0,0,0,0,1,0,12,10,2,0,0,0,0,0,A,Adam,Lallana
395,Molla Wague,11,WFC,Defender,5,1,0,0,0,0,0,8,1,2,0,0,11,5,0,M,Molla,Wague
396,James Morrison,11,WBFC,Midfielder,2,1,0,0,0,0,0,3,2,1,0,0,0,0,0,J,James,Morrison
397,Oleksandr Zinchenko,11,MCFC,Midfielder,5,0,0,0,0,1,0,12,2,2,0,0,0,0,0,O,Oleksandr,Zinchenko
398,Jason Puncheon,11,LCFC,Forward,6,0,0,0,0,5,0,13,4,3,0,0,0,0,0,J,Jason,Puncheon
399,Bruno Martins Indi,10,STOKEC,Defender,11,0,0,1,1,2,0,8,3,3,0,0,31,19,0,B,Bruno,Indi
400,Fousseni Diabate,10,LEICSC,Midfielder,3,0,0,0,0,1,0,6,5,3,0,0,0,0,0,F,Fousseni,Diabate
401,Nacer Chadli,9,WBFC,Midfielder,2,1,0,0,0,1,0,7,1,3,0,0,0,0,0,N,Nacer,Chadli
402,Tom Heaton,9,BUR,Goalkeeper,4,0,0,0,1,0,0,1,0,1,0,0,4,1,0,T,Tom,Heaton
403,Leonardo Ulloa,9,LEICSC,Forward,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,L,Leonardo,Ulloa
404,Kyle Walker-Peters,9,SPURS,Defender,1,0,0,1,1,0,0,12,1,0,0,0,0,0,0,K,Kyle,Walker-Peters
405,Abdelhamid Sabiri,9,HTFC,Midfielder,2,0,1,0,0,1,0,10,3,2,0,0,0,0,0,A,Abdelhamid,Sabiri
406,Jurgen Locadia,9,BHV,Forward,1,1,0,0,0,0,0,5,2,1,0,0,0,0,0,J,Jurgen,Locadia
407,Charlie Adam,9,STOKEC,Midfielder,5,0,0,0,0,2,1,24,6,3,0,1,0,0,0,C,Charlie,Adam
408,Alexander Sorloth,8,LCFC,Forward,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,Alexander,Sorloth
409,Yaya Toure,8,MCFC,Midfielder,0,0,1,0,0,1,0,23,6,0,0,0,0,0,0,Y,Yaya,Toure
410,Davy Klaassen,8,EVER,Forward,3,0,0,0,0,0,0,7,2,3,0,0,0,0,0,D,Davy,Klaassen
411,Kostas Stafylidis,8,STOKEC,Defender,4,0,0,0,1,0,0,2,1,1,0,0,7,3,0,K,Kostas,Stafylidis
412,Francis Coquelin,8,ARSL,Midfielder,1,0,0,0,0,0,0,18,6,1,0,0,0,0,0,F,Francis,Coquelin
413,Kasey Palmer,8,HTFC,Defender,1,0,0,0,3,2,0,3,2,1,0,0,0,0,0,K,Kasey,Palmer
414,Georges-Kevin Nkoudou,8,SPURS,Midfielder,2,0,0,0,0,1,0,14,5,2,0,0,0,0,0,G,Georges-Kevin,Nkoudou
415,Ademola Lookman,8,EVER,Forward,1,0,0,0,0,0,0,16,6,1,0,0,0,0,0,A,Ademola,Lookman
416,Beni Baningime,8,EVER,Midfielder,1,0,0,0,0,0,0,9,6,1,0,0,0,0,0,B,Beni,Baningime
417,Leon Britton,7,SWAN,Midfielder,4,0,0,0,0,1,0,1,0,4,0,0,0,0,0,L,Leon,Britton
418,David Ospina,7,ARSL,Goalkeeper,1,0,0,1,0,0,0,27,1,0,0,0,1,0,0,D,David,Ospina
419,James McCarthy,7,EVER,Midfielder,3,0,0,0,0,0,0,1,1,3,0,0,0,0,0,J,James,McCarthy
420,Kevin Wimmer,7,SPURS,Defender,14,0,0,1,0,5,0,7,3,1,0,0,39,23,0,K,Kevin,Wimmer
421,Terance Kongolo,7,HTFC,Defender,6,0,0,0,0,0,0,3,2,0,0,0,15,7,0,T,Terance,Kongolo
422,Henri Saivet,7,NEWU,Forward,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,H,Henri,Saivet
423,Gareth McAuley,7,WBFC,Defender,5,0,0,0,1,0,0,21,4,2,0,0,17,9,0,G,Gareth,McAuley
424,Jesus Gamez,7,NEWU,Defender,1,0,0,1,0,0,0,9,1,0,0,0,1,0,0,J,Jesus,Gamez
